,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reg/KHM_1,KHM,Cambodia Green Finace Taxonomy,,National Bank of Cambodia,https://www.nbc.gov.kh/download_files/news_and_events/press_eng/502ENG_PressReleaseNBC_IFC.pdf,Asia Pacific,Cambodia,"It is expected to help strengthen the regulatory framework by developing a national taxonomy in line with best international practices, which will help define green assets qualifying for green investment. Additionally, the partnership will help improve capacity for financial institutions and prepare relevant guidelines including reporting and disclosure requirements on green lending and environmental, social, and governance (ESG) risks.",,,,,,,,,,,Mandatory,E,"Biodiversity and ecosystem services: Biodiversity, Biodiversity and ecosystem services: Ecosystem services, Climate change: GHG emissions, Finance: Sustainable finance, Resources: Resource Efficiency, Energy: Efficiency, Waste: Treatment; disposal and storage, Waste: Hazardous Substances, Water: Treatment and discharge, Water: Water management",,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",19/12/2023,,Review in Progress,,,,,"Financial Institutions, Investment Managers, Asset Owners",,,19/02/2025,,,,,,,,
,reg/AZE_30,AZE,"Green Finance Taxonomy, Azerbaijan",,Central Bank of Azerbaijan (CBA),https://uploads.cbar.az/assets/ee089d56c9d9a92e30bc6c04c.pdf,Asia Pacific,Azerbaijan,"According to the CBA, the green taxonomy primarily serves financial institutions by providing a standardized framework to evaluate and support environmentally sustainable projects. However, it is also available for use by the private sector to ensure that business activities align with the taxonomy's defined criteria and principles. This alignment enables companies to develop green and sustainable transition strategies, disclose relevant information to the public, attract green investments, and pursue similar initiatives.",,,,,,,,,,,Mandatory,E,"Biodiversity and ecosystem services: Biodiversity, Biodiversity and ecosystem services: Ecosystem services, Climate change: Adaptation, Climate change: GHG emissions, Climate change: Mitigation, Emissions/ Pollution: Fossil Fuels, Finance: Sustainable finance, Resources: Resource Efficiency, Waste: Treatment; disposal and storage, Waste: Hazardous Substances, Water: Treatment and discharge, Water: Water management",,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",07/11/2024,11/07/24,In force ,,,,,"Asset Owners, Investment Managers, Corporations, Financial Institutions","Agriculture; Forestry & Fishing, Construction, Energy supply, Information & communication, Manufacturing, Transportation & storage",,21/02/2025,,,,,,,,
,reg/AUS_82,AUS,Greenhouse and Energy Minimum Standards Act 2012 (GEMS Act),,Australian Government Treasury,https://www.legislation.gov.au/C2012A00132/latest/text,Asia Pacific,Australia,"The Greenhouse and Energy Minimum Standards (GEMS) Act 2012 establishes a national framework in Australia for regulating energy efficiency and labelling of appliances and equipment. In September 2023, the Act was amended to enhance regulatory flexibility and reduce compliance burdens. These amendments streamline the application of test standards, facilitate exemptions for custom products, and extend 'grandfathering' provisions to compliant stock, thereby allowing continued sale of products that met previous standards. These changes aim to adapt to evolving market conditions and technological advancements, ensuring the GEMS framework remains effective in reducing energy consumption and greenhouse gas emissions.",,,,,,,,,,,Mandatory,E,"Climate change: GHG emissions, Climate change: Adaptation, Energy: Efficiency, Energy: Energy use",,,14/10/2024,10/01/12,Review in Progress,10/01/12,,,,"Corporations, Others","Energy supply, Universal",,17/02/2025,,,,,,,,
,reg/GBR_112,GBR,Finalised non-handbook guidance on the Anti-Greenwashing Rule,,Financial Conduct Authority (FCA),https://www.fca.org.uk/publication/finalised-guidance/fg24-3.pdf,Europe,United Kingdom,"The Rule requires that any firm communicating with a client in the UK in relation to a product or service, or communicating or approving a financial promotion, must ensure that any reference to the sustainability of a product or service is consistent with its characteristics and is fair, clear, and not misleading.

This is a delayed date reflecting the drafting of, and consultation on, supplementary (non-Handbook) guidance on the Rule which was only confirmed in FG24/3 on April 24. Somewhat confusingly, the Handbook timeline (ESG 4.3.1) states that the Rule came into force on November 28, 2023, but this is not correct.","Anti-greenwashing rule applies when a firm:
Communicates with clients in the UK in relation to a product or service, or
Communicates a financial promotion (or approves a financial promotion for communication) to a person in the UK.",,,,,,,,,,Voluntary,,,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",23/04/2024,31/05/2024,In force ,31/05/2024,,,,Corporations,Universal,,17/02/2025,,,,,,,,
,reg/OMN_2,OMN,Muscat Stock Exchange ESG Guidelines,,Muscat Stock Exchange (MSX),https://climate-laws.org/document/muscat-stock-exchange-esg-guidelines_55f5,Africa & Middle East,Oman,"The Muscat Stock Exchange (MSX) has become the first state regulator in Oman to issue environmental, social and governance (ESG) guidelines (Guidelines). The MSX was formerly known as the Muscat Securities Market, which was established in 1988 and continues to operate under Oman's Capital Market Authority, the regulator of publicly listed companies in Oman. The MSX underwent a restructure in 2001 and its key mandate currently focuses on facilitating the listing and trading of securities in Oman and monitoring and regulating the Omani securities market.
In issuing the Guidelines, the MSX set out 30 metrics to measure a public company’s impact on environmental sustainability, societal responsibility and governance matters, including the measurement of carbon emissions.
The Guidelines are intended to promote transparency and robustness of ESG reporting by encouraging voluntary reporting in 2024 (for activities conducted in 2023). Reporting will be mandatory for public companies from 2025 onwards, with the first mandatory reports to be filed by 31 March 2025. Moreover, the Guidelines also introduce regional-level environmental responsibility initiatives, such as reducing single-use plastics and paper waste while promoting recycling and clean energy use, as well as, underlines Oman's ongoing commitment in establishing an inclusive and sustainable economic development.
From 2025, public companies will be required to publish standalone ESG reports according to Global Reporting Initiative (GRI) Universal Standards. These reports must document changes in various performance metrics such as energy management sustainability oversight by senior management, ratio gender equality measures and diversity at various organisational levels. ",,,,,,,,,,,Mandatory,ESG,"Biodiversity and ecosystem services: Biodiversity, Biodiversity and ecosystem services: Ecosystem services, Climate change: Adaptation, Climate change: GHG emissions, Energy: Efficiency, Finance: Sustainable finance, Suppliers: Supplier environmental impact","Employment conditions; policies and practices: Compensation and benefits (earnings; wages; pensions; childcare services and benefits and social security), Employment conditions; policies and practices: Diversity, Employment conditions; policies and practices: Employee health & safety, Employment conditions; policies and practices: Engagement, Guidelines; principles; and policies: UNGC principles and OECD guidelines, Human Rights: Human Rights, Human Rights: Women","Accountability: Audit, Accountability: Financial and business reporting, Accountability: Risk management and internal control, Leadership: Accountability, Leadership: Executives, Leadership: Non-executive directors, Leadership: Role (i.e. management; strategy; aims), Leadership: Structure (i.e. responsibilities), Relations with shareholders: Dialogue with shareholders (i.e. providing sufficient information)",02/01/2023,06/01/25,In force ,01/01/24,31/03/2025,,,Corporations,Universal,,10/02/2025,,,,,,,,
,reg/GEO_5,GEO,Regulation on Disclosure Requirements for Commercial Banks within Pillar 3,,National Bank of Georgia,https://matsne.gov.ge/en/document/view/3709120?publication=0,Europe,Georgia,"The document establishes the guidelines for commercial banks in Georgia to disclose information as required under Pillar 3, which pertains to market discipline and aims to promote transparency in banking operations. ",,,,,,,,,,,Mandatory,,Finance: Sustainable finance,,"Accountability: Risk management and internal control, Accountability: Financial and business reporting, Accountability: Regulatory and legal challenges",23/09/2024,22/06/2017,In force ,01/01/18,31/03/2019,,,Financial Institutions,Financial services,,21/01/2025,,,,,,,,
,reg/INT_394,INT,Navigating Nature-related Regulations for Banks: Mapping the Policy Landscape,,United Nations Environment Programme (UNEP),https://www.unepfi.org/wordpress/wp-content/uploads/2024/12/UNEP-FI-WWF-Navigating-Nature-related-Regulations-for-Banks.pdf,International,International,"UNEP FI and WWF’s Greening Financial Regulation Initiative have jointly authored the publication, Navigating Nature-related Regulations for Banks: Mapping the Policy Landscape. This report is the first of its kind in providing an overview for banks to understand the latest regulatory developments on nature-related issues, and for government policymakers to consider ways to promote coherent and effective nature-related policies for the banking sector. It features:
A stock-take of nature-related initiatives across prudential regulation, taxonomies, corporate disclosures and corporate due diligence obligations. It primarily relies on the WWF’s Sustainable Financial Regulations and Central Bank Activities (SUSREG) tracker that covers 50 jurisdictions across all major regions including Americas, Europe, Middle East and Africa, and Asia-Pacific.
An overview of policy considerations with case studies for government policymakers when designing nature-related policy interventions.
",,,,,,,,,,,Voluntary,E ,"Climate change: Adaptation, Finance: Sustainable finance",,"Accountability: Risk management and internal control, Accountability: Regulatory and legal challenges",02/12/2024,,In force ,,,,,"Investment Managers, Financial Institutions",Financial services,,20/01/2025,,,,,,,,
,reg/CHN_77,CHN,Compliance Management Measures for Financial Institutions,,State Administration of Financial Supervision and Administration,https://www.cbirc.gov.cn/cn/view/pages/governmentDetail.html?docId=1192220&itemId=861&generaltype=1,Asia Pacific,China,"The Compliance Management Measures for Financial Institutions, issued on December 25, 2024, under Decree No. 7 of the State Administration for Financial Supervision and Administration, establish guidelines to enhance compliance practices across financial institutions. Effective March 1, 2025, the measures focus on improving governance, ensuring regulatory adherence, mitigating risks, and fostering a compliance culture to strengthen financial sector stability.","Policy banks, commercial banks, financial asset management companies, enterprise group financial companies, financial leasing companies, automobile finance companies, consumer finance companies, currency brokerage companies, trust companies, financial management companies and financial asset investment supervised by the State Administration for Financial Supervision and Administration and its dispatched agencies in accordance with the law Companies, insurance companies (including reinsurance companies), insurance asset management companies, insurance group (holding) companies, mutual insurance organizations and other institutions (hereinafter referred to as financial institutions) shall apply these measures.",,,,,,,,,,Mandatory,,,,"Accountability: Audit, Accountability: Financial and business reporting, Accountability: Risk management and internal control, Leadership: Accountability, Leadership: Executives, Leadership: Non-executive directors, Leadership: Role (i.e. management; strategy; aims), Leadership: Structure (i.e. responsibilities), Relations with shareholders: Dialogue with shareholders (i.e. providing sufficient information)",25/12/2025,03/01/25,In force ,03/01/25,,,,"Financial Institutions, Investment Managers, Asset Owners, Others",Financial services,,13/01/2025,,,,,,,,
,reg/USA_252,USA,Climate Corporate Data Accountability Act (S3456),,New York State Senate,https://www.nysenate.gov/legislation/bills/2025/S3456,North America,United States,"The Climate Corporate Data Accountability Act (S3456) is a proposed New York State Senate bill that aims to mandate certain businesses within the state to annually disclose their Scope 1, Scope 2, and Scope 3 greenhouse gas emissions, essentially requiring companies to publicly report their environmental impact with greater transparency and accountability; this is done by establishing a system for verifying and reporting climate-related data. 
The draft text states thar the Attorney General can bring civil action against in-scope companies for wilful failure to comply with the requirements. Civil penalties of $100,000 per day can be brought against such companies, with the maximum penalty set at $500,000 in a year. It also states that civil action cannot be brought against companies for their Scope 3 disclosures, if the information is provided with a reasonable basis and in good faith.
If the bill is enacted, the state authorities would adopt specific regulations to govern the reporting requirements by 31 December 2031.",It would apply to US-based companies with total revenues over $1bn that operate in the state of New York.,,USD,1000,,,,,,,Mandatory,E,"Climate change: GHG emissions, Climate change: Adaptation, Climate change: Mitigation", ,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",31/01/2025,,,,,,,Corporations,Universal, ,03/02/2025,,,,,,,,
,reg/USA_250,USA,Climate Corporate Data Accountability Act (S897A),,New York State Senate,https://legislation.nysenate.gov/pdf/bills/2023/S897A,North America,United States,"Companies meeting the threshold are obligated to report emissions information to an emissions registry. The bill defines an emissions registry as “an entity within the department or a nonprofit emissions registry organization contracted by the department that either currently operates a voluntary greenhouse gas emissions registry for organizations operating in the United States; or has experience with voluntary greenhouse gas emissions disclosure by entities operating in New York. 
The bill references mandatory resources that must be consulted when reporting scope 3 emissions data. Namely, companies must adhere to the Greenhouse Gas Protocol Corporate Accounting and Reporting Standards and the Greenhouse Gas Protocol Corporate Value Chain Accounting and Reporting Standards. These standards provide a step-by-step guide for quantifying and reporting GHG information. The bill requires entities to consult the “guidance for scope three emissions calculations that detail acceptable use of both primary and secondary data sources, including the use of industry average data, proxy data, and other generic data.  ",The proposed bill will require all entities with over $1 billion in revenues earned from subsidiaries that do business in New York to report their emissions in the following year. The $1 billion threshold only includes revenue from subsidiaries that operate in New York and not revenues from subsidiaries that do not operate in the state.,,USD,1000,,,,,,,Mandatory,E,"Climate change: GHG emissions, Suppliers: Supplier environmental impact, Waste: Hazardous Substances, Waste: Treatment; disposal and storage, Waste: Waste reuse/ recycling, Water: Treatment and discharge, Finance: Sustainable finance",,"Accountability: Regulatory and legal challenges, Accountability: Financial and business reporting, Accountability: Risk management and internal control",01/03/2023,,,,,,,Corporations,Universal,,30/12/2024,,,,,,,,
,reg/USA_293,USA,Federal Supplier Climate Risks and Resilience Proposed Rule,,The White House,https://www.sustainability.gov/federalsustainabilityplan/fed-supplier-rule.html,North America,United States,"The Administration proposed the Federal Supplier Climate Risks and Resilience Rule, which would require major Federal contractors to publicly disclose their greenhouse gas emissions and climate-related financial risks and set science-based emissions reduction targets.
Under the proposed Federal Supplier Climate Risks and Resilience Rule, ""major"" Federal contractors receiving more than $50 million in annual contracts would be required to publicly disclose Scope 1, Scope 2, and relevant categories of Scope 3 emissions, disclose climate-related financial risks, and set science-based emissions reduction targets. Additionally, ""significant"" Federal contractors with more than $7.5 million in annual contracts but less than $50 million would be required to report Scope 1 and Scope 2 emissions. Federal contractors with less than $7.5 million in annual contracts would be exempt from the Federal Supplier Climate Risks and Resilience Proposed Rule.",,,,,,,,,,,Mandatory,E,"Climate change: GHG emissions, Climate change: Mitigation, Climate change: Adaptation, Suppliers: Supplier environmental impact",,,10/11/2022,,Review in Progress,,,,,"Corporations, Others",Universal,,12/11/2024,,,,,,,,
,reg/SWE_22,SWE,Regulation (EU) 2019/2088 on sustainability‚ related disclosures in the financial services sector,,Swedish Parliament,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R2088,Europe,Sweden,"In March 2021, the Swedish Parliament enacted the Regulation on sustainability-related disclosures in the financial services sector, in line with the EU Sustainable Finance Disclosure Regulation (SFDR). This rule requires financial market participants and advisers to make known how they integrate sustainability risks into their investment decisions and advice, affecting a wide array of financial entities such as asset managers, pension funds, insurance companies, and financial advisers. These entities must disclose their approaches to mitigate adverse sustainability impacts and to enhance environmental or social characteristics through their financial products. The primary aim is to increase transparency in the financial sector, tackle greenwashing, and enable investors to make informed decisions based on sustainability.
A critical element of this regulation is its role in combating greenwashing by ensuring that claims about sustainability are substantiated with transparent and accurate information. This is intended to strengthen investor trust in sustainable products by offering clear insights into how these products achieve their environmental or social objectives. Additionally, by incorporating sustainability risks into standard disclosure requirements for financial products, investors are better positioned to evaluate potential effects on returns, thus making choices that reflect their values.",,,,,,,,,,,Mandatory,,,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",27/11/2019,29/12/2019,In force ,03/10/21,01/01/22,,,"Financial Institutions, Investment Managers, Asset Owners",Financial services,,08/11/2024,,,,,,,,
,reg/GBR_107,GBR,Sustainability Disclosure Requirements (SDR) and investment labels: Pre-contractual disclosure examples,,Financial Conduct Authority (FCA),https://www.fca.org.uk/publication/good-and-poor-practice/sdr-investment-labels-pre-contractual-disclosure-examples.pdf,Europe,United Kingdom,"The SDR and investment labels is a new regime, without precedent and so naturally market practice is still evolving. A key concept of the new regime is that to qualify for a label, specific criteria are required to be met and supported by disclosures. This guide provides some illustrative examples and approaches across a selection of labels to showcase how applicants can meet these disclosure requirements. Much of practice will be relevant across all investment labels. These examples are based on our experience of applications to date and are non-exhaustive but are intended to aid applicants as they prepare their documentation.",,,,,,,,,,,Voluntary,,,,Accountability: Financial and business reporting,01/11/2024,30/06/2023,In force ,31/07/2024,12/02/25,,,"Asset Owners, Investment Managers, Corporations",Universal,Sustainability Disclosure Requirements (SDR) and investment labels,04/11/2024,,,,,,,,
,reg/COL_29,COL,External Circular 005 for the adoption of the Green Taxonomy for the financial system,,Financial Superintendence of Colombia (SFC),https://data.sbfnetwork.org/sites/default/files/2024-06/7.%20External%20Circular%20005%20for%20the%20adoption%20of%20the%20Green%20Taxonomy%20for%20the%20financial%20system.docx,South America,Colombia,"Through this Circular this Superintendency adopts the Green Taxonomy of Colombia, with the purpose of: (i) providing the necessary information to determine the environmental benefits of an asset or economic activity; (ii) increasing the transparency of the markets; and (iii) boosting the mobilization of resources from the financial system towards sectors, assets and economic activities that contribute substantially to the fulfillment of the commitments established in the Paris Agreement and the Sustainable Development Goals (SDG) of the United Nations.",,,,,,,,,,,Mandatory,,,,Accountability: Financial and business reporting,04/08/2022,15/04/2022,In force ,,,,,"Corporations, Financial Institutions",Universal,Colombia Green Taxonomy,10/11/2024,,,,,,,,
,reg/COL_33,COL,External Circular 007/2021 on the Integration of ESG factors in Investment Policy for the Pension and Insurance sectors,,Financial Superintendence of Colombia (SFC),https://data.sbfnetwork.org/sites/default/files/2024-06/2.%20External%20Circular%20007%202021.docx,South America,Colombia,"Decree 1393 of 2020 introduced some changes to the investment regime of pension and severance fund management companies, and to the reserves of insurance entities and capitalization companies. These changes are aimed at promoting adequate diversification of investment portfolios and balance sheet matching. In relation to it, this Superintendency considers it necessary to instruct the aforementioned entities in relation to investment processes and risk management, as well as the inclusion of environmental, social, corporate governance (ESG) and climate factors as relevant risks for investment portfolios and their integration into investment decision-making processes.",,,,,,,,,,,Mandatory,,,,,26/04/2021,26/04/2021,In force ,26/07/2021,,,,Financial Institutions,,,10/11/2024,,,,,,,,
,reg/COL_30,COL,Colombia Green Taxonomy,,Government of Colombia,https://www.taxonomiaverde.gov.co/webcenter/ShowProperty?nodeId=/ConexionContent/WCC_CLUSTER-191401,South America,Colombia,"In 2022, Colombia adopted the national green taxonomy. A green taxonomy is a classification tool that allows lenders and borrowers to identify economic activities that contribute to specific environmental targets. The taxonomy will be used to issue green bonds and will play a key role in channeling private sector capital towards its environmental priorities.",,,,,,,,,,,Mandatory,,,,Accountability: Financial and business reporting,03/01/2022,15/04/2022,In force ,,,,,"Financial Institutions, Asset Owners, Investment Managers",,Tool for Implementation of the Green Taxonomy of Colombia,10/10/2024,,,,,,,,
,reg/COL_27,COL,General Guidelines for the Management of Environmental and Social Risks (ARAS) derived from Deforestation,,Asobancaria,https://data.sbfnetwork.org/sites/default/files/Guia-Gestion-de-riesgos-derivados-de-la-deforestacion.pdf,South America,Colombia,"In response to the challenges of deforestation, this guide aims to complement the General Guide for the Management of Environmental and Social Risks (ARAS), providing an approach for the management of risks derived from deforestation by banking entities in Colombia.",,,,,,,,,,,Voluntary,E,Land use: Degradation,,,11/01/2023,04/05/24,In force ,,,,,Financial Institutions,Financial services,General Guide for the Management of Environmental and Social Risks (ARAS),10/10/2024,,,,,,,,
,reg/USA_280,USA,Climate Corporate Data Accountability Act (NY AB 4123),NY AB 4123,New York State Senate,https://www.nysenate.gov/legislation/bills/2023/A4123/amendment/A,North America,United States,"The Act establishes the climate corporate data accountability act requiring certain business entities within the state to annually disclose scope 1, scope 2 and scope 3 emissions; establishes the climate accountability and emissions disclosure fund. ",,,,,,,,,,,Mandatory,E,Climate change: GHG emissions,,Accountability: Regulatory and legal challenges,09/02/2023,,Review in Progress,,,,,Corporations,Universal,,30/09/2024,,,,,,,,
,reg/GBR_102,GBR,"Future regulatory regime for Environmental, Social, and Governance (ESG) ratings providers",,UK Government,https://assets.publishing.service.gov.uk/media/6735d760b613efc3f18230da/UK_Government_consultation_response_on_a_future_regulatory_regime_for_Environmental__Social__and_Governance_ratings_providers.pdf,Europe,United Kingdom,"The FCA published the Government’s consultation response and the draft legislation on bringing environmental, social and governance (ESG) ratings providers into regulation. Our regime will be proportionate and in line with the International Organisation of Securities Commission (IOSCO) recommendations, which focus on transparency, good governance, managing conflicts of interest, and proper systems and controls.
The draft legislation “Statutory Instrument - The Financial Services and Markets Act 2000 (Regulated Activities) (Amendment) (No. 2) Order 2024” accompanies the government’s consultation response on a future regulatory regime for Environmental, Social, and Governance (ESG) ratings providers.",,,,,,,,,,,Mandatory,,,,"Accountability: Risk management and internal control, Accountability: Regulatory and legal challenges",15/11/2024,,Consultation Closed,,,,,Data providers,Universal,Draft Statutory Instrument: The Financial Services and Markets Act 2000 (Regulated Activities) (Amendment) (No. 2) Order 2024,24/01/2025,,,,,,,,
,reg/THA_17,THA,The Stock Exchange of Thailand Partners with FTSE Russell to Elevate Sustainability Assessment for Thai Listed Companies to International Standards,,The Stock Exchange of Thailand,https://weblink.set.or.th/dat/news/202407/0000NWS300720241258510940E.pdf?_gl=1*j2a7fs*_gcl_au*MTI0NDM2MjgwMC4xNzIyMjI5Mjc3*_ga*NTExMzM2NjU2LjE3MjIyMjkyNzk.*_ga_ET2H60H2CB*MTcyMzQ0MjkyOS4yLjAuMTcyMzQ0MjkyOS42MC4wLjA.,Asia Pacific,Thailand,"The Stock Exchange of Thailand (""SET"") today announces a partnership with FTSE Russell, a leading global provider of benchmarks and\nindex solutions, to provide a sustainability scoring framework that will enhance standards among listed corporates in Thailand. FTSE Russell is a subsidiary of LSEG, a global financial markets infrastructure and data provider. Through the partnership, SET will adopt a new scoring framework for environmental, social and governance (""ESG"") standards, using FTSE Russell's ESG Data Model, which will replace the presently used SET ESG Ratings from 2026. To ensure all stakeholders' readiness for the new framework, the adoption will be\ninitially implemented through a pilot phase in 2024-2025. The move will help to align the Thai capital market with international best practices for sustainability disclosure and investing. The SET ESG Ratings are currently voluntary for listed companies, and they must meet rating criteria evaluated through questionnaire responses and the\nqualification requirements. The criteria and assessment process of the SET ESG\nRatings are approved by SET's Sustainable Investment Committee, which comprises various corporate governance and sustainability development experts. Through FTSE Russell's ESG Data Model, eligible companies will have their sustainability efforts assessed through publicly available data. This methodology is already used to evaluate more than 8,000 companies in 47 countries, helping them to build credibility, enhance transparency, and reduce\nthe sustainability questionnaire fatigue for companies. Investors can also\nbenchmark their results against both domestic and international peers using the same standards.", ,,,,,,,,,,Voluntary,, , , ,30/07/2024,08/01/24,In force ,01/01/26,,,,Corporations, , ,12/08/2024,,,,,,,,
,reg/SGP_47,SGP,Anti-Money Laundering and Other Matters Bill,,Parliament of Singapore,https://sso.agc.gov.sg/Bills-Supp/20-2024/Published/20240702?DocDate=20240702,Asia Pacific,Singapore,"An Act to amend certain Acts to give effect to certain recommendations of the Financial Action Task Force, to enhance the legal framework for preventing, investigating and prosecuting offences relating to money laundering, terrorism financing and the financing of proliferation of weapons of mass destruction, to provide for the manner in which seized property may be dealt with to preserve its value, to make certain amendments to the procedure by which seized property is dealt with, and to make consequential amendments to the Organised Crime Act 2015.
The authorities incur significant costs in maintaining and managing some types of property under seizure or restraint, such as vehicles, vessels and livestock. Under the proposed Bill, a property can be sold if either all parties consent to the sale; or the value of the property is likely to depreciate; or undue costs are involved in maintaining the property; or if the sale would be in the interest of justice. This is provided the property is no longer required for investigations or court proceedings. ","The regulation in Singapore applies to financial institutions as well as certain designated business, including but not limited to: Banks, Casinos, Exchange companies, Brokers, Financial advisers, Real estate agents, Dealers of precious metals.",,,,,,,,,,Mandatory,,Finance: Sustainable finance,,"Accountability: Anti-corruption and bribery, Accountability: Financial and business reporting, Accountability: Regulatory and legal challenges",02/07/2024,26/08/2024,In force ,,,,,"Others, Financial Institutions",,,05/07/2024,,,,,,,,
,reg/USA_246,USA,Climate Corporate Accountability Act (IL HB 4268),,Illinois General Assembly,https://www.ilga.gov/legislation/103/HB/10300HB4268.htm,North America,United States,"The bill would require all US entities with over $1bn in annual revenue that do business in Illinois to verify and disclose their Scope 1, 2 and 3. Reporting requirements for Scope 1 and 2 would be introduced on 1 January 2025, and companies would have an additional 180 days to disclose their Scope 3 data. If the law is passed, the Secretary of State will develop and adopt reporting and verification rules by July 2024 and contract an emissions registry to establish a publicly accessible digital platform to house the disclosures by January 2025. The legislation also includes a measure to maximize alignment with federal reporting requirements.\nHB 4268 also stipulates that reporting entities calculate their emissions in accordance with the Greenhouse Gas Protocol Accounting and Reporting Standards, and that disclosures must be verified by an emissions registry or a state-approved third-party auditor.","Reporting requirements for Scope 1 and 2 would be introduced on 1 January 2025, and companies would have an additional 180 days to disclose their Scope 3 data.",,,,,,,,,,Mandatory,E,Climate change: GHG emissions,,"
",16/01/2024,,Review in Progress,01/01/25,07/01/25,,,Corporations,,,05/08/2024,,,,,,,,
,reg/USA_274,USA,Uyghur Forced Labor Prevention Act,,US Congress,https://www.govinfo.gov/content/pkg/PLAW-117publ78/pdf/PLAW-117publ78.pdf,North America,United States,"The Uyghur Forced Labor Prevention Act (Public Law No. 117-78), also known as the UFLPA, directs the Forced Labor Enforcement Task Force to develop a strategy for supporting enforcement of the prohibition on the importation of goods into the United States manufactured wholly or in part with forced labor in the People's Republic of China, especially from the Xinjiang Uyghur Autonomous Region, or Xinjiang. ","To ensure that goods made with forced labor in the Xinjiang Uyghur Autonomous Region of the People's Republic of China do not enter the United States market, and for other purposes. ",,,,,,,,,,Mandatory,S ,,Human Rights: Forced labor,Accountability: Risk management and internal control,23/12/2021,23/12/2021,In force ,01/01/22,01/01/22,,,"Others, Corporations",Universal,,21/06/2024,,,,,,,,
,reg/CHE_42,CHE,Financial Market Infrastructure Act,,Switzerland Federal Council,https://www.newsd.admin.ch/newsd/message/attachments/88243.pdf,Europe,Switzerland,The Federal Council decided to initiate the consultation on amendments to the Financial Market Infrastructure Act (FinMIA). The proposed changes take account of technological advances and relevant developments in international standards and foreign legislation. They should strengthen the stability of the financial system and increase the competitiveness of the Swiss financial centre. The consultation will run until 11 October 2024.,,,,,,,,,,,Mandatory,,,,,19/06/2024,01/01/16,In Force,01/01/16,10/01/17,,,Financial Institutions,Financial services,,21/06/2024,,,,,,,,
,reg/CHE_33,CHE,Greenwashing Prevention Fund Naming Rules,,Swiss Federal Council,https://www.newsd.admin.ch/newsd/message/attachments/74576.pdf,Europe,Switzerland,"The Swiss Federal Council, under its financial and foreign policy strategies, announced that avoiding greenwashing in financial products and services is a priority. The Federal Department of Finance (FDF) has been tasked with setting up a working group. The FDF was tasked to set up a working group and deliver initial recommendations to prevent greenwashing in the financial sector to the Federal Council by September 2023. Fund-naming rules, transparency and clarity to ensure clients' right to understanding what they are investing are key considerations of the Federal Council. ",,,,,,,,,,,Mandatory,,,,,16/12/2022,11/01/21,In force ,01/01/25,,,,Financial Institutions,,,20/06/2024,,,,,,,,
,reg/QAT_1,QAT,ESG and Sustainability Strategy for the Financial Sector,,Qatar Central Bank,https://www.qcb.gov.qa/Documents/GreenFinance/ESG%20and%20sustainability%20strategy%20for%20the%20financial%20sector%20ENG.pdf,Africa & Middle East,Qatar,"Qatar Central Bank (QCB) unveiled Wednesday its Environmental, Social, and Corporate Governance (ESG) and Sustainability Strategy for the financial sector, in line with the Third Financial Sector Strategic Plan and as part of Qatar National Vision 2030, which prioritizes sustainable development. This strategy will be an addition to the State's financial sector, through which QCB aims to integrate ESG principles into financial and banking transactions, ensuring sustainability for future generations. The ESG and Sustainability Strategy for the financial sector is based on three main pillars. The first pillar focuses on managing climate, environmental, and social risks in the financial sector. The second pillar encourages capital investments in sustainable finance. The third pillar aims to incorporate ESG and sustainability practices into QCB's internal operations. ",,,,,,,,,,,Voluntary,,Finance: Sustainable finance,,,12/06/2024,06/12/24,In force ,01/01/25,18/07/05,,,Financial Institutions,Financial services,,14/06/2024,,,,,,,,
